Loan ID,Month,Origination Date,Loan Age,Quarter,FICO Score,LTV,Interest Rate,DSCR,Credit Utilization,Credit Score,Original Balance,Current Balance
LOAN_000066,11,10/18/2022,13,2023Q4,701,86.92,4.359,1.58,40.3,741,507075,405269
LOAN_000066,12,10/18/2022,14,2023Q4,701,86.92,4.359,1.55,31.6,741,507075,397438
LOAN_000066,1,10/18/2022,15,2024Q1,701,86.92,4.359,1.74,40.6,741,507075,389606
LOAN_000066,2,10/18/2022,16,2024Q1,701,86.92,4.359,1.61,33.9,741,507075,381775
LOAN_000066,3,10/18/2022,17,2024Q1,701,86.92,4.359,1.44,40.6,741,507075,373944
LOAN_000066,4,10/18/2022,18,2024Q2,701,86.92,4.359,1.42,43.9,741,507075,366113
LOAN_000066,5,10/18/2022,19,2024Q2,701,86.92,4.359,1.55,39,741,507075,358282
LOAN_000067,11,10/23/2019,1,2019Q4,718,83.46,4.349,2.14,34.8,706,430582,420592
LOAN_000067,12,10/23/2019,2,2019Q4,718,83.46,4.349,1.94,29.1,706,430582,410602
LOAN_000067,1,10/23/2019,3,2020Q1,718,83.46,4.349,1.93,37.2,706,430582,400613
LOAN_000067,2,10/23/2019,4,2020Q1,718,83.46,4.349,2.01,30.4,706,430582,390623
LOAN_000067,3,10/23/2019,5,2020Q1,718,83.46,4.349,1.94,39.9,706,430582,380634
LOAN_000067,4,10/23/2019,6,2020Q2,718,83.46,4.349,1.89,32.4,706,430582,370644
LOAN_000067,5,10/23/2019,7,2020Q2,718,83.46,4.349,2.06,31.8,706,430582,360655
LOAN_000067,6,10/23/2019,8,2020Q2,718,83.46,4.349,1.87,33.7,706,430582,350665
LOAN_000067,7,10/23/2019,9,2020Q3,718,83.46,4.349,2.06,34.6,706,430582,340675
LOAN_000067,8,10/23/2019,10,2020Q3,718,83.46,4.349,1.82,30.4,706,430582,330686
LOAN_000067,9,10/23/2019,11,2020Q3,718,83.46,4.349,1.81,44.2,706,430582,320696
LOAN_000067,10,10/23/2019,12,2020Q4,718,83.46,4.349,1.98,31.5,706,430582,310707
LOAN_000067,11,10/23/2019,13,2020Q4,718,83.46,4.349,1.94,31.9,706,430582,300717
LOAN_000067,12,10/23/2019,14,2020Q4,718,83.46,4.349,1.71,36.1,706,430582,290728
LOAN_000067,1,10/23/2019,15,2021Q1,718,83.46,4.349,1.96,26.9,706,430582,280738
LOAN_000068,3,2/11/2023,1,2023Q1,670,81.82,4.604,1.58,33.7,688,163808,160053
LOAN_000068,4,2/11/2023,2,2023Q2,670,81.82,4.604,1.68,38.6,688,163808,156299
LOAN_000068,5,2/11/2023,3,2023Q2,670,81.82,4.604,1.68,39.4,688,163808,152545
LOAN_000068,6,2/11/2023,4,2023Q2,670,81.82,4.604,1.57,33.4,688,163808,148791
LOAN_000068,7,2/11/2023,5,2023Q3,670,81.82,4.604,1.57,32.5,688,163808,145037
LOAN_000068,8,2/11/2023,6,2023Q3,670,81.82,4.604,1.54,37.5,688,163808,141283
LOAN_000068,9,2/11/2023,7,2023Q3,670,81.82,4.604,1.63,37.3,688,163808,137529
LOAN_000068,10,2/11/2023,8,2023Q4,670,81.82,4.604,1.47,30,688,163808,133775
LOAN_000068,11,2/11/2023,9,2023Q4,670,81.82,4.604,1.44,37.8,688,163808,130021
LOAN_000069,11,10/4/2021,1,2021Q4,706,82.76,4.356,2.04,34.4,683,140776,137575
LOAN_000069,12,10/4/2021,2,2021Q4,706,82.76,4.356,2.01,28.1,683,140776,134374
LOAN_000069,1,10/4/2021,3,2022Q1,706,82.76,4.356,1.95,37.7,683,140776,131174
LOAN_000069,2,10/4/2021,4,2022Q1,706,82.76,4.356,1.95,39.8,683,140776,127973
LOAN_000069,3,10/4/2021,5,2022Q1,706,82.76,4.356,2.05,30.1,683,140776,124773
LOAN_000069,4,10/4/2021,6,2022Q2,706,82.76,4.356,2.01,44.6,683,140776,121572
LOAN_000069,5,10/4/2021,7,2022Q2,706,82.76,4.356,1.95,37.6,683,140776,118371
LOAN_000069,6,10/4/2021,8,2022Q2,706,82.76,4.356,2.02,28.2,683,140776,115171
LOAN_000069,7,10/4/2021,9,2022Q3,706,82.76,4.356,1.96,36.1,683,140776,111970
LOAN_000069,8,10/4/2021,10,2022Q3,706,82.76,4.356,1.93,37.6,683,140776,108770
LOAN_000069,9,10/4/2021,11,2022Q3,706,82.76,4.356,2.11,29.9,683,140776,105569
LOAN_000069,10,10/4/2021,12,2022Q4,706,82.76,4.356,1.94,39.8,683,140776,102368
LOAN_000070,4,3/5/2019,1,2019Q2,691,81.43,4.159,1.61,27.5,694,143523,140519
LOAN_000070,5,3/5/2019,2,2019Q2,691,81.43,4.159,1.49,33.2,694,143523,137515
LOAN_000070,6,3/5/2019,3,2019Q2,691,81.43,4.159,1.66,37.6,694,143523,134511
LOAN_000070,7,3/5/2019,4,2019Q3,691,81.43,4.159,1.46,36.8,694,143523,131507
LOAN_000070,8,3/5/2019,5,2019Q3,691,81.43,4.159,1.49,33.3,694,143523,128503
LOAN_000070,9,3/5/2019,6,2019Q3,691,81.43,4.159,1.5,31.4,694,143523,125499
LOAN_000070,10,3/5/2019,7,2019Q4,691,81.43,4.159,1.66,35.7,694,143523,122495
LOAN_000070,11,3/5/2019,8,2019Q4,691,81.43,4.159,1.3,35.5,694,143523,119491
LOAN_000070,12,3/5/2019,9,2019Q4,691,81.43,4.159,1.59,49.3,694,143523,116487
LOAN_000070,1,3/5/2019,10,2020Q1,691,81.43,4.159,1.38,46.4,694,143523,113483
LOAN_000070,2,3/5/2019,11,2020Q1,691,81.43,4.159,1.56,34.8,694,143523,110479
LOAN_000070,3,3/5/2019,12,2020Q1,691,81.43,4.159,1.53,38.6,694,143523,107475
LOAN_000070,4,3/5/2019,13,2020Q2,691,81.43,4.159,1.33,25,694,143523,104471
LOAN_000070,5,3/5/2019,14,2020Q2,691,81.43,4.159,1.67,43.5,694,143523,101467
LOAN_000070,6,3/5/2019,15,2020Q2,691,81.43,4.159,1.64,35.4,694,143523,98463
LOAN_000070,7,3/5/2019,16,2020Q3,691,81.43,4.159,1.42,30.8,694,143523,95459
LOAN_000070,8,3/5/2019,17,2020Q3,691,81.43,4.159,1.41,30.4,694,143523,92455
LOAN_000070,9,3/5/2019,18,2020Q3,691,81.43,4.159,1.41,39.6,694,143523,89451
LOAN_000070,10,3/5/2019,19,2020Q4,691,81.43,4.159,1.54,47.1,694,143523,86447
LOAN_000070,11,3/5/2019,20,2020Q4,691,81.43,4.159,1.55,41.4,694,143523,83443
LOAN_000070,12,3/5/2019,21,2020Q4,691,81.43,4.159,1.41,42,694,143523,80439
LOAN_000071,5,4/8/2023,1,2023Q2,758,82.47,3.36,1.84,28.4,762,307699,301583
LOAN_000071,6,4/8/2023,2,2023Q2,758,82.47,3.36,1.9,25.9,762,307699,295467
LOAN_000071,7,4/8/2023,3,2023Q3,758,82.47,3.36,1.89,25.3,762,307699,289351
LOAN_000071,8,4/8/2023,4,2023Q3,758,82.47,3.36,1.94,19.8,762,307699,283235
LOAN_000071,9,4/8/2023,5,2023Q3,758,82.47,3.36,1.84,29.3,762,307699,277119
LOAN_000071,10,4/8/2023,6,2023Q4,758,82.47,3.36,2.01,32.5,762,307699,271003
LOAN_000071,11,4/8/2023,7,2023Q4,758,82.47,3.36,1.84,21.2,762,307699,264887
LOAN_000071,12,4/8/2023,8,2023Q4,758,82.47,3.36,1.83,25.4,762,307699,258771
LOAN_000071,1,4/8/2023,9,2024Q1,758,82.47,3.36,1.9,33.4,762,307699,252655
LOAN_000071,2,4/8/2023,10,2024Q1,758,82.47,3.36,1.72,27.9,762,307699,246539
LOAN_000071,3,4/8/2023,11,2024Q1,758,82.47,3.36,1.8,32.4,762,307699,240423
LOAN_000071,4,4/8/2023,12,2024Q2,758,82.47,3.36,1.95,29.5,762,307699,234308
LOAN_000071,5,4/8/2023,13,2024Q2,758,82.47,3.36,1.79,36.1,762,307699,228192
LOAN_000071,6,4/8/2023,14,2024Q2,758,82.47,3.36,1.94,14.2,762,307699,222076
LOAN_000071,7,4/8/2023,15,2024Q3,758,82.47,3.36,2.04,38.3,762,307699,215960
LOAN_000071,8,4/8/2023,16,2024Q3,758,82.47,3.36,1.87,30.3,762,307699,209844
LOAN_000071,9,4/8/2023,17,2024Q3,758,82.47,3.36,1.82,33.3,762,307699,203728
LOAN_000072,12,11/1/2021,1,2021Q4,666,76.61,4.506,1.61,35,672,461040,451834
LOAN_000072,1,11/1/2021,2,2022Q1,666,76.61,4.506,1.67,35.8,672,461040,442628
LOAN_000072,2,11/1/2021,3,2022Q1,666,76.61,4.506,1.76,34.3,672,461040,433423
LOAN_000072,3,11/1/2021,4,2022Q1,666,76.61,4.506,1.65,38.5,672,461040,424217
LOAN_000072,4,11/1/2021,5,2022Q2,666,76.61,4.506,1.67,36.8,672,461040,415012
LOAN_000072,5,11/1/2021,6,2022Q2,666,76.61,4.506,1.56,42.6,672,461040,405806
LOAN_000072,6,11/1/2021,7,2022Q2,666,76.61,4.506,1.62,35.2,672,461040,396601
LOAN_000072,7,11/1/2021,8,2022Q3,666,76.61,4.506,1.57,31.7,672,461040,387395
LOAN_000072,8,11/1/2021,9,2022Q3,666,76.61,4.506,1.74,36.1,672,461040,378189
LOAN_000072,9,11/1/2021,10,2022Q3,666,76.61,4.506,1.67,39.8,672,461040,368984
LOAN_000072,10,11/1/2021,11,2022Q4,666,76.61,4.506,1.64,42.7,672,461040,359778
LOAN_000072,11,11/1/2021,12,2022Q4,666,76.61,4.506,1.64,40.4,672,461040,350573
LOAN_000072,12,11/1/2021,13,2022Q4,666,76.61,4.506,1.59,39.8,672,461040,341367
LOAN_000072,1,11/1/2021,14,2023Q1,666,76.61,4.506,1.64,26.3,672,461040,332162
LOAN_000072,2,11/1/2021,15,2023Q1,666,76.61,4.506,1.74,45.6,672,461040,322956
LOAN_000072,3,11/1/2021,16,2023Q1,666,76.61,4.506,1.77,43.3,672,461040,313750
LOAN_000072,4,11/1/2021,17,2023Q2,666,76.61,4.506,1.67,38.9,672,461040,304545
LOAN_000072,5,11/1/2021,18,2023Q2,666,76.61,4.506,1.62,35.4,672,461040,295339
LOAN_000072,6,11/1/2021,19,2023Q2,666,76.61,4.506,1.77,41.5,672,461040,286134
LOAN_000072,7,11/1/2021,20,2023Q3,666,76.61,4.506,1.61,37.8,672,461040,276928
LOAN_000072,8,11/1/2021,21,2023Q3,666,76.61,4.506,1.71,38.5,672,461040,267723
LOAN_000072,9,11/1/2021,22,2023Q3,666,76.61,4.506,1.42,31.2,672,461040,258517
LOAN_000073,11,10/10/2020,1,2020Q4,761,82.66,3.83,1.46,34.1,751,714081,698675
LOAN_000073,12,10/10/2020,2,2020Q4,761,82.66,3.83,1.36,32.3,751,714081,683270
LOAN_000073,1,10/10/2020,3,2021Q1,761,82.66,3.83,1.55,21.2,751,714081,667865
LOAN_000073,2,10/10/2020,4,2021Q1,761,82.66,3.83,1.38,30.8,751,714081,652459
LOAN_000073,3,10/10/2020,5,2021Q1,761,82.66,3.83,1.58,24.6,751,714081,637054
LOAN_000073,4,10/10/2020,6,2021Q2,761,82.66,3.83,1.63,23,751,714081,621649
LOAN_000073,5,10/10/2020,7,2021Q2,761,82.66,3.83,1.53,24.4,751,714081,606244
LOAN_000073,6,10/10/2020,8,2021Q2,761,82.66,3.83,1.53,27.3,751,714081,590838
LOAN_000073,7,10/10/2020,9,2021Q3,761,82.66,3.83,1.45,26.2,751,714081,575433
LOAN_000073,8,10/10/2020,10,2021Q3,761,82.66,3.83,1.37,29.2,751,714081,560028
LOAN_000073,9,10/10/2020,11,2021Q3,761,82.66,3.83,1.42,32.7,751,714081,544623
LOAN_000073,10,10/10/2020,12,2021Q4,761,82.66,3.83,1.37,27.8,751,714081,529217
LOAN_000073,11,10/10/2020,13,2021Q4,761,82.66,3.83,1.45,16.1,751,714081,513812
LOAN_000073,12,10/10/2020,14,2021Q4,761,82.66,3.83,1.55,41,751,714081,498407
LOAN_000073,1,10/10/2020,15,2022Q1,761,82.66,3.83,1.44,28.9,751,714081,483002
LOAN_000073,2,10/10/2020,16,2022Q1,761,82.66,3.83,1.53,29.1,751,714081,467596
LOAN_000073,3,10/10/2020,17,2022Q1,761,82.66,3.83,1.58,23,751,714081,452191
LOAN_000073,4,10/10/2020,18,2022Q2,761,82.66,3.83,1.54,32.5,751,714081,436786
LOAN_000073,5,10/10/2020,19,2022Q2,761,82.66,3.83,1.47,31.1,751,714081,421381
LOAN_000073,6,10/10/2020,20,2022Q2,761,82.66,3.83,1.53,32.3,751,714081,405975
LOAN_000074,2,1/23/2024,1,2024Q1,699,75.62,4.066,1.3,36,709,266464,261476
LOAN_000074,3,1/23/2024,2,2024Q1,699,75.62,4.066,1.32,36,709,266464,256488
LOAN_000074,4,1/23/2024,3,2024Q2,699,75.62,4.066,1.45,34,709,266464,251501
LOAN_000074,5,1/23/2024,4,2024Q2,699,75.62,4.066,1.22,27.1,709,266464,246513
LOAN_000075,6,5/30/2020,1,2020Q2,722,78.52,4.155,2.54,33,715,451300,440207
LOAN_000075,7,5/30/2020,2,2020Q3,722,78.52,4.155,2.45,26.5,715,451300,429115
LOAN_000075,8,5/30/2020,3,2020Q3,722,78.52,4.155,2.48,31,715,451300,418023
LOAN_000075,9,5/30/2020,4,2020Q3,722,78.52,4.155,2.57,39.3,715,451300,406931
LOAN_000075,10,5/30/2020,5,2020Q4,722,78.52,4.155,2.54,27.3,715,451300,395839
LOAN_000076,6,5/12/2023,1,2023Q2,746,83.74,3.862,1.53,28.9,732,645454,630026
LOAN_000076,7,5/12/2023,2,2023Q3,746,83.74,3.862,1.73,26.3,732,645454,614599
LOAN_000076,8,5/12/2023,3,2023Q3,746,83.74,3.862,1.54,22.4,732,645454,599172
LOAN_000076,9,5/12/2023,4,2023Q3,746,83.74,3.862,1.52,40.6,732,645454,583744
LOAN_000076,10,5/12/2023,5,2023Q4,746,83.74,3.862,1.48,29.5,732,645454,568317
LOAN_000076,11,5/12/2023,6,2023Q4,746,83.74,3.862,1.65,29.5,732,645454,552890
LOAN_000076,12,5/12/2023,7,2023Q4,746,83.74,3.862,1.67,19.4,732,645454,537463
LOAN_000076,1,5/12/2023,8,2024Q1,746,83.74,3.862,1.49,23.3,732,645454,522035
LOAN_000076,2,5/12/2023,9,2024Q1,746,83.74,3.862,1.58,28.3,732,645454,506608
LOAN_000076,3,5/12/2023,10,2024Q1,746,83.74,3.862,1.56,22.5,732,645454,491181
LOAN_000076,4,5/12/2023,11,2024Q2,746,83.74,3.862,1.38,40.6,732,645454,475754
LOAN_000076,5,5/12/2023,12,2024Q2,746,83.74,3.862,1.45,31.4,732,645454,460326
LOAN_000076,6,5/12/2023,13,2024Q2,746,83.74,3.862,1.52,32.6,732,645454,444899
LOAN_000076,7,5/12/2023,14,2024Q3,746,83.74,3.862,1.57,27.2,732,645454,429472
LOAN_000076,8,5/12/2023,15,2024Q3,746,83.74,3.862,1.5,39.5,732,645454,414045
LOAN_000076,9,5/12/2023,16,2024Q3,746,83.74,3.862,1.39,34,732,645454,398617
LOAN_000076,10,5/12/2023,17,2024Q4,746,83.74,3.862,1.56,25.7,732,645454,383190
LOAN_000076,11,5/12/2023,18,2024Q4,746,83.74,3.862,1.55,37.9,732,645454,367763
LOAN_000076,12,5/12/2023,19,2024Q4,746,83.74,3.862,1.52,28.9,732,645454,352336
LOAN_000076,1,5/12/2023,20,2025Q1,746,83.74,3.862,1.58,24.2,732,645454,336908
LOAN_000076,2,5/12/2023,21,2025Q1,746,83.74,3.862,1.47,34.9,732,645454,321481
LOAN_000076,3,5/12/2023,22,2025Q1,746,83.74,3.862,1.54,28.1,732,645454,306054
LOAN_000076,4,5/12/2023,23,2025Q2,746,83.74,3.862,1.51,28.3,732,645454,290626
LOAN_000077,3,2/25/2024,1,2024Q1,850,92.71,2.311,2.13,16.6,839,404664,397148
LOAN_000077,4,2/25/2024,2,2024Q2,850,92.71,2.311,2.14,10.2,839,404664,389633
LOAN_000077,5,2/25/2024,3,2024Q2,850,92.71,2.311,2.13,14,839,404664,382118
LOAN_000077,6,2/25/2024,4,2024Q2,850,92.71,2.311,1.96,20.1,839,404664,374603
LOAN_000077,7,2/25/2024,5,2024Q3,850,92.71,2.311,2.12,18,839,404664,367088
LOAN_000078,12,11/30/2020,1,2020Q4,647,84.28,5.453,2.31,47.5,661,273991,268702
LOAN_000078,1,11/30/2020,2,2021Q1,647,84.28,5.453,2.38,33.3,661,273991,263414
LOAN_000078,2,11/30/2020,3,2021Q1,647,84.28,5.453,2.26,36,661,273991,258126
LOAN_000078,3,11/30/2020,4,2021Q1,647,84.28,5.453,2.37,38.2,661,273991,252837
LOAN_000078,4,11/30/2020,5,2021Q2,647,84.28,5.453,2.5,33.4,661,273991,247549
LOAN_000078,5,11/30/2020,6,2021Q2,647,84.28,5.453,2.32,43.7,661,273991,242261
LOAN_000079,11,10/24/2021,1,2021Q4,761,79.21,3.587,2.29,29.5,772,608071,598028
LOAN_000079,12,10/24/2021,2,2021Q4,761,79.21,3.587,2.01,26.1,772,608071,587985
LOAN_000079,1,10/24/2021,3,2022Q1,761,79.21,3.587,1.93,32.4,772,608071,577942
LOAN_000080,3,2/24/2020,1,2020Q1,674,86.48,4.821,1.68,36.4,660,620755,606838
LOAN_000080,4,2/24/2020,2,2020Q2,674,86.48,4.821,1.45,32.3,660,620755,592921
LOAN_000080,5,2/24/2020,3,2020Q2,674,86.48,4.821,1.63,42,660,620755,579004
LOAN_000080,6,2/24/2020,4,2020Q2,674,86.48,4.821,1.46,35.3,660,620755,565088
LOAN_000080,7,2/24/2020,5,2020Q3,674,86.48,4.821,1.4,44.9,660,620755,551171
LOAN_000080,8,2/24/2020,6,2020Q3,674,86.48,4.821,1.59,34.7,660,620755,537254
LOAN_000080,9,2/24/2020,7,2020Q3,674,86.48,4.821,1.61,46.7,660,620755,523338
LOAN_000081,8,7/5/2021,1,2021Q3,726,84.78,4.415,1.41,36,711,610773,598190
LOAN_000081,9,7/5/2021,2,2021Q3,726,84.78,4.415,1.29,26.4,711,610773,585608
LOAN_000081,10,7/5/2021,3,2021Q4,726,84.78,4.415,1.33,31.1,711,610773,573025
LOAN_000081,11,7/5/2021,4,2021Q4,726,84.78,4.415,1.3,31.4,711,610773,560443
LOAN_000082,8,7/2/2019,1,2019Q3,687,83.74,4.248,1.71,35.4,712,503018,492709
LOAN_000082,9,7/2/2019,2,2019Q3,687,83.74,4.248,1.92,24.2,712,503018,482401
LOAN_000082,10,7/2/2019,3,2019Q4,687,83.74,4.248,1.93,34.4,712,503018,472092
LOAN_000082,11,7/2/2019,4,2019Q4,687,83.74,4.248,2.03,38.8,712,503018,461784
LOAN_000082,12,7/2/2019,5,2019Q4,687,83.74,4.248,2.2,36.6,712,503018,451476
LOAN_000082,1,7/2/2019,6,2020Q1,687,83.74,4.248,2.09,37.9,712,503018,441167
LOAN_000082,2,7/2/2019,7,2020Q1,687,83.74,4.248,2.04,24.7,712,503018,430859
LOAN_000082,3,7/2/2019,8,2020Q1,687,83.74,4.248,1.71,35.4,712,503018,420550
LOAN_000082,4,7/2/2019,9,2020Q2,687,83.74,4.248,1.87,38.5,712,503018,410242
LOAN_000082,5,7/2/2019,10,2020Q2,687,83.74,4.248,2,39.3,712,503018,399934
LOAN_000082,6,7/2/2019,11,2020Q2,687,83.74,4.248,2,28.9,712,503018,389625
LOAN_000083,9,8/17/2020,1,2020Q3,752,84.95,3.929,1.38,26.5,755,639789,626174
LOAN_000083,10,8/17/2020,2,2020Q4,752,84.95,3.929,1.39,23.7,755,639789,612559
LOAN_000083,11,8/17/2020,3,2020Q4,752,84.95,3.929,1.42,33.2,755,639789,598944
LOAN_000083,12,8/17/2020,4,2020Q4,752,84.95,3.929,1.41,34.9,755,639789,585330
LOAN_000083,1,8/17/2020,5,2021Q1,752,84.95,3.929,1.49,22.7,755,639789,571715
LOAN_000083,2,8/17/2020,6,2021Q1,752,84.95,3.929,1.41,26.5,755,639789,558100
LOAN_000083,3,8/17/2020,7,2021Q1,752,84.95,3.929,1.31,36,755,639789,544486
LOAN_000083,4,8/17/2020,8,2021Q2,752,84.95,3.929,1.43,30.7,755,639789,530871
LOAN_000083,5,8/17/2020,9,2021Q2,752,84.95,3.929,1.52,33.4,755,639789,517256
LOAN_000083,6,8/17/2020,10,2021Q2,752,84.95,3.929,1.4,31.2,755,639789,503642
LOAN_000083,7,8/17/2020,11,2021Q3,752,84.95,3.929,1.56,32.2,755,639789,490027
LOAN_000083,8,8/17/2020,12,2021Q3,752,84.95,3.929,1.4,29.7,755,639789,476412
LOAN_000083,9,8/17/2020,13,2021Q3,752,84.95,3.929,1.43,31.8,755,639789,462798
LOAN_000083,10,8/17/2020,14,2021Q4,752,84.95,3.929,1.45,23.2,755,639789,449183
LOAN_000083,11,8/17/2020,15,2021Q4,752,84.95,3.929,1.47,23.1,755,639789,435568
LOAN_000083,12,8/17/2020,16,2021Q4,752,84.95,3.929,1.43,25.9,755,639789,421954
LOAN_000083,1,8/17/2020,17,2022Q1,752,84.95,3.929,1.68,31.8,755,639789,408339
LOAN_000083,2,8/17/2020,18,2022Q1,752,84.95,3.929,1.57,33.6,755,639789,394724
LOAN_000083,3,8/17/2020,19,2022Q1,752,84.95,3.929,1.48,39.2,755,639789,381110
LOAN_000083,4,8/17/2020,20,2022Q2,752,84.95,3.929,1.32,31.3,755,639789,367495
LOAN_000083,5,8/17/2020,21,2022Q2,752,84.95,3.929,1.36,29.3,755,639789,353880
LOAN_000083,6,8/17/2020,22,2022Q2,752,84.95,3.929,1.62,27.8,755,639789,340266
LOAN_000083,7,8/17/2020,23,2022Q3,752,84.95,3.929,1.34,30.4,755,639789,326651
LOAN_000083,8,8/17/2020,24,2022Q3,752,84.95,3.929,1.53,36.7,755,639789,313036
LOAN_000084,6,5/22/2020,1,2020Q2,742,85.61,3.612,2.21,41.6,728,216423,213172
LOAN_000084,7,5/22/2020,2,2020Q3,742,85.61,3.612,2.45,23.6,728,216423,209921
LOAN_000084,8,5/22/2020,3,2020Q3,742,85.61,3.612,2.25,31.6,728,216423,206670
LOAN_000084,9,5/22/2020,4,2020Q3,742,85.61,3.612,2.29,34,728,216423,203420
LOAN_000084,10,5/22/2020,5,2020Q4,742,85.61,3.612,2.31,34.4,728,216423,200169
LOAN_000084,11,5/22/2020,6,2020Q4,742,85.61,3.612,2.21,34.5,728,216423,196918
LOAN_000084,12,5/22/2020,7,2020Q4,742,85.61,3.612,2.37,38,728,216423,193668
LOAN_000084,1,5/22/2020,8,2021Q1,742,85.61,3.612,2.19,34.1,728,216423,190417
LOAN_000085,8,7/18/2022,1,2022Q3,709,82.69,4.224,1.67,20.1,721,396157,386977
LOAN_000085,9,7/18/2022,2,2022Q3,709,82.69,4.224,1.67,44,721,396157,377797
LOAN_000085,10,7/18/2022,3,2022Q4,709,82.69,4.224,1.68,29.4,721,396157,368617
LOAN_000085,11,7/18/2022,4,2022Q4,709,82.69,4.224,1.66,39.4,721,396157,359437
LOAN_000085,12,7/18/2022,5,2022Q4,709,82.69,4.224,1.59,33.8,721,396157,350257
LOAN_000085,1,7/18/2022,6,2023Q1,709,82.69,4.224,1.68,32.9,721,396157,341077
LOAN_000085,2,7/18/2022,7,2023Q1,709,82.69,4.224,1.57,27.1,721,396157,331897
LOAN_000085,3,7/18/2022,8,2023Q1,709,82.69,4.224,1.78,42.1,721,396157,322717
LOAN_000085,4,7/18/2022,9,2023Q2,709,82.69,4.224,1.5,26.8,721,396157,313537
LOAN_000085,5,7/18/2022,10,2023Q2,709,82.69,4.224,1.7,32.8,721,396157,304357
LOAN_000085,6,7/18/2022,11,2023Q2,709,82.69,4.224,1.61,25,721,396157,295177
LOAN_000085,7,7/18/2022,12,2023Q3,709,82.69,4.224,1.74,31.8,721,396157,285997
LOAN_000086,2,1/25/2020,1,2020Q1,745,77.81,4.074,1.81,34.8,741,543923,531414
LOAN_000086,3,1/25/2020,2,2020Q1,745,77.81,4.074,1.82,35.5,741,543923,518905
LOAN_000086,4,1/25/2020,3,2020Q2,745,77.81,4.074,1.89,35.8,741,543923,506396
LOAN_000086,5,1/25/2020,4,2020Q2,745,77.81,4.074,1.84,46.9,741,543923,493888
LOAN_000086,6,1/25/2020,5,2020Q2,745,77.81,4.074,1.8,32.5,741,543923,481379
LOAN_000086,7,1/25/2020,6,2020Q3,745,77.81,4.074,1.58,30.6,741,543923,468870
LOAN_000086,8,1/25/2020,7,2020Q3,745,77.81,4.074,1.98,32.9,741,543923,456362
LOAN_000086,9,1/25/2020,8,2020Q3,745,77.81,4.074,1.72,32.5,741,543923,443853
LOAN_000087,12,11/27/2021,1,2021Q4,709,79.14,4.098,2.18,41.6,721,192128,189031
LOAN_000087,1,11/27/2021,2,2022Q1,709,79.14,4.098,2.23,38.2,721,192128,185934
LOAN_000087,2,11/27/2021,3,2022Q1,709,79.14,4.098,2.15,40.9,721,192128,182837
LOAN_000087,3,11/27/2021,4,2022Q1,709,79.14,4.098,1.98,43.5,721,192128,179740
LOAN_000087,4,11/27/2021,5,2022Q2,709,79.14,4.098,2.09,38.4,721,192128,176643
LOAN_000087,5,11/27/2021,6,2022Q2,709,79.14,4.098,2.23,31.7,721,192128,173546
LOAN_000087,6,11/27/2021,7,2022Q2,709,79.14,4.098,2.24,37,721,192128,170449
LOAN_000087,7,11/27/2021,8,2022Q3,709,79.14,4.098,2.32,27.2,721,192128,167353
LOAN_000087,8,11/27/2021,9,2022Q3,709,79.14,4.098,2.1,29.6,721,192128,164256
LOAN_000088,1,12/20/2022,1,2023Q1,700,82.44,4.161,2.42,32.5,695,486643,475039
LOAN_000088,2,12/20/2022,2,2023Q1,700,82.44,4.161,2.62,34,695,486643,463436
LOAN_000088,3,12/20/2022,3,2023Q1,700,82.44,4.161,2.45,33.2,695,486643,451832
LOAN_000088,4,12/20/2022,4,2023Q2,700,82.44,4.161,2.56,43,695,486643,440229
LOAN_000088,5,12/20/2022,5,2023Q2,700,82.44,4.161,2.39,33.9,695,486643,428625
LOAN_000088,6,12/20/2022,6,2023Q2,700,82.44,4.161,2.58,43,695,486643,417022
LOAN_000088,7,12/20/2022,7,2023Q3,700,82.44,4.161,2.74,35.5,695,486643,405419
LOAN_000088,8,12/20/2022,8,2023Q3,700,82.44,4.161,2.73,31.7,695,486643,393815
LOAN_000088,9,12/20/2022,9,2023Q3,700,82.44,4.161,2.68,24.7,695,486643,382212
LOAN_000088,10,12/20/2022,10,2023Q4,700,82.44,4.161,2.57,42.9,695,486643,370608
LOAN_000088,11,12/20/2022,11,2023Q4,700,82.44,4.161,2.81,40.6,695,486643,359005
LOAN_000088,12,12/20/2022,12,2023Q4,700,82.44,4.161,2.59,33.8,695,486643,347402
LOAN_000088,1,12/20/2022,13,2024Q1,700,82.44,4.161,2.58,30.6,695,486643,335798
LOAN_000088,2,12/20/2022,14,2024Q1,700,82.44,4.161,2.54,31,695,486643,324195
LOAN_000088,3,12/20/2022,15,2024Q1,700,82.44,4.161,2.55,41,695,486643,312591
LOAN_000088,4,12/20/2022,16,2024Q2,700,82.44,4.161,2.63,36.3,695,486643,300988
LOAN_000088,5,12/20/2022,17,2024Q2,700,82.44,4.161,2.58,42.5,695,486643,289385
LOAN_000088,6,12/20/2022,18,2024Q2,700,82.44,4.161,2.71,37,695,486643,277781
LOAN_000088,7,12/20/2022,19,2024Q3,700,82.44,4.161,2.58,42.5,695,486643,266178
LOAN_000089,10,9/2/2019,1,2019Q4,731,79.8,3.54,1.77,27.5,735,444147,436964
LOAN_000089,11,9/2/2019,2,2019Q4,731,79.8,3.54,1.88,27,735,444147,429781
LOAN_000089,12,9/2/2019,3,2019Q4,731,79.8,3.54,1.79,36.2,735,444147,422598
